gaze_dispersion,mouse_mean_vel,mouse_idle_ratio,scroll_mean_rate,scroll_direction_changes,tab_switch_count,click_count,inter_click_interval_mean,gaze_entropy,active_input_ratio,time_since_last_tab,session_length,focus_score
2.776239763906159,8.95670655406815,0.499465584480253,83.68819223261087,1,0,0,0.7091099081798817,0.9585112746335845,0.4433937943676302,7.871346474483568,1589.08536599309,0.9924774630404986
6.534869458305818,4.961506638996728,0.30854066304816696,64.71370998892911,0,0,2,0.33006115561599364,2.018862129753596,0.33641929894983325,0.9757738947791927,3419.0548018767995,0.7999184455395899
11.998730749470441,18.789759284186555,0.15526798896001015,101.9488016331181,3,0,2,1.0727910130503506,1.800170052944527,0.6373682234746237,2.7728168328829055,3492.3295822865375,0.6727961206236346
24.261390922544688,17.953866319981643,0.2332063738136892,125.14104843569912,1,0,1,1.7111379706894232,1.9668779141596207,0.9722042458113105,9.10551371530027,1037.0371043598034,0.49759909922897927
1.2486464555869659,3.899653583341107,0.22249095131895982,73.95876601156652,4,0,5,2.2428972993465797,2.093893678388033,0.9097701940610612,7.08322387742924,483.363630621588,0.7738525291226028
30.422139277386734,22.168373633050482,0.24622975382137782,276.90182832329845,2,4,5,0.7685714292573542,2.8571339263949525,0.6790923731908288,10.421773995595569,3176.8561501140125,0.08725228020210622
20.117423861221326,18.103004619141366,0.1828687548948174,183.61874083609987,2,4,3,1.368750808816581,1.0552695261768257,0.29589229386694627,5.06422757105442,3397.9003518503177,0.12339909971695914
3.2768038915033424,13.65855770363159,0.17090429662648057,62.61866719247759,0,0,3,0.9469868399707979,2.941537389581632,0.5288296106545851,0.4957609935082258,1281.5522180144578,0.8252195774541924
27.704181271001133,31.847427181720917,0.4857006276838292,133.90615246832806,3,3,11,2.0064838131464597,0.9359160725124787,0.7527501904819729,5.801030194508061,3376.0241601280404,0.24890233635330622
3.6635066017351754,5.650240122991288,0.145111374540271,55.16907725691487,3,1,3,1.763221670099873,2.706590857973349,0.3509656866731035,4.183070288882728,2539.2667181036104,0.8824126445890016
13.572553495068348,19.2611698753838,0.10729362553279728,90.43854608622938,2,6,4,2.0413160984409613,1.920771508338679,0.274939814262474,5.515737045891503,998.816381593308,0.5481681145550303
2.812119181863052,7.768694871757687,0.4334712691569032,65.11727962224965,2,1,3,1.8016117577857125,2.4213850357657725,0.234883017403547,14.918257661960116,1723.603579527938,0.7988107469495112
5.654446772731733,9.519725905017596,0.1145466186902076,91.78329318344987,0,1,1,1.0873816144375774,0.9237318667152312,0.6454410099666801,14.042321612411715,2523.9454802294044,0.8264242548217955
37.37229404377207,21.385722337670796,0.02156536427804525,159.55315543048195,0,7,14,0.6341165268376837,2.954602220776328,0.8711468016554906,12.90606927467513,945.8898162261587,0.20239804934866087
5.708839170239325,2.3590622346423302,0.4197073264603163,51.88071837540049,3,0,3,0.5716871822803155,2.9238421677853976,0.7716760833439618,0.6160127515181368,1471.8259911145726,0.8528384762641696
31.214584035404826,14.854706686033396,0.5607683984038259,242.00026883112145,0,1,6,2.8736227858569436,2.344742291739421,0.6434832420091205,9.175811193515283,1545.3842209943764,0.06400309898755756
7.533822298373245,5.876991603143658,0.2840830624683394,56.439120581899964,0,0,0,1.5010866762309119,2.1244342066069084,0.23844713935762699,14.237185973870789,3198.8485710350883,0.8729039687792081
